disease,state,year,weeks_reporting,count,population
Measles,Delaware,1992,34,3,687107
Measles,Delaware,1993,32,2,698329
Measles,Delaware,1994,0,0,709960
Measles,Delaware,1995,0,0,721921
Measles,Delaware,1996,42,1,734132
Measles,Delaware,1997,0,0,746502
Measles,Delaware,1998,31,0,758939
Measles,Delaware,1999,0,0,771341
Measles,Delaware,2000,0,0,783600
Measles,Delaware,2001,0,0,795628
Measles,Delaware,2002,0,0,807429
Measles,Delaware,2003,0,0,819034
Measles,District Of Columbia,1928,35,2566,472771
Measles,District Of Columbia,1929,43,455,478871
Measles,District Of Columbia,1930,52,889,486869
Measles,District Of Columbia,1931,45,4198,497179
Measles,District Of Columbia,1932,42,273,509735
Measles,District Of Columbia,1933,52,533,524346
Measles,District Of Columbia,1934,46,6461,540809
Measles,District Of Columbia,1935,41,929,558898
Measles,District Of Columbia,1936,46,2111,578354
Measles,District Of Columbia,1937,48,2053,598878
Measles,District Of Columbia,1938,52,742,620120
Measles,District Of Columbia,1939,51,3276,641679
Measles,District Of Columbia,1940,48,883,663091
Measles,District Of Columbia,1941,48,3730,683894
Measles,District Of Columbia,1942,50,1624,703811
Measles,District Of Columbia,1943,47,2109,722606
Measles,District Of Columbia,1944,47,2733,740035
Measles,District Of Columbia,1945,48,348,755848
Measles,District Of Columbia,1946,49,4190,769797
Measles,District Of Columbia,1947,47,534,781634
Measles,District Of Columbia,1948,43,2563,791123
Measles,District Of Columbia,1949,48,2248,798039
Measles,District Of Columbia,1950,43,1721,802178
Measles,District Of Columbia,1951,48,1496,803467
Measles,District Of Columbia,1952,47,2308,802281
Measles,District Of Columbia,1953,45,357,799122
Measles,District Of Columbia,1954,45,3032,794502
Measles,District Of Columbia,1955,45,453,788934
Measles,District Of Columbia,1956,39,1596,782918
Measles,District Of Columbia,1957,49,876,776943
Measles,District Of Columbia,1958,40,1420,771485
Measles,District Of Columbia,1959,43,397,767005
Measles,District Of Columbia,1960,45,1210,763956
Measles,District Of Columbia,1961,47,366,762633
Measles,District Of Columbia,1962,39,703,762709
Measles,District Of Columbia,1963,34,221,763707
Measles,District Of Columbia,1964,30,344,765153
Measles,District Of Columbia,1965,49,157,766570
Measles,District Of Columbia,1966,50,390,767479
Measles,District Of Columbia,1967,51,27,767400
Measles,District Of Columbia,1968,49,6,765853
Measles,District Of Columbia,1969,18,45,762372
Measles,District Of Columbia,1970,50,345,756510
Measles,District Of Columbia,1971,48,16,748020
Measles,District Of Columbia,1972,31,2,737335
Measles,District Of Columbia,1973,39,10,725053
Measles,District Of Columbia,1974,32,1,711746
Measles,District Of Columbia,1975,27,2,697960
Measles,District Of Columbia,1976,48,13,684201
Measles,District Of Columbia,1977,41,14,670939
Measles,District Of Columbia,1978,10,2,658610
Measles,District Of Columbia,1979,11,1,647615
Measles,District Of Columbia,1980,8,5,638333
Measles,District Of Columbia,1981,27,2,631010
Measles,District Of Columbia,1982,43,1,625419
Measles,District Of Columbia,1983,0,0,621237
Measles,District Of Columbia,1984,0,0,618158
Measles,District Of Columbia,1985,23,28,615889
Measles,District Of Columbia,1986,0,0,614147
Measles,District Of Columbia,1987,0,0,612651
Measles,District Of Columbia,1988,0,0,611127
Measles,District Of Columbia,1989,36,41,609299
Measles,District Of Columbia,1990,36,22,606900
Measles,District Of Columbia,1991,0,0,603744
Measles,District Of Columbia,1992,6,2,599967
Measles,District Of Columbia,1993,0,0,595785
Measles,District Of Columbia,1994,0,0,591406
Measles,District Of Columbia,1995,0,0,587034
Measles,District Of Columbia,1996,10,0,582869
Measles,District Of Columbia,1997,36,2,579101
Measles,District Of Columbia,1998,0,0,575921
Measles,District Of Columbia,1999,0,0,573512
Measles,District Of Columbia,2000,0,0,572059
Measles,District Of Columbia,2001,0,0,571698
Measles,District Of Columbia,2002,0,0,572365
Measles,District Of Columbia,2003,0,0,573947
Measles,Florida,1928,43,1714,1358128
Measles,Florida,1929,49,1127,1414280
Measles,Florida,1930,51,5245,1468211
Measles,Florida,1931,46,3894,1518617
Measles,Florida,1932,45,207,1565536
