disease,state,year,weeks_reporting,count,population
Polio,Arizona,1958,0,0,1186566
Polio,Arizona,1959,0,0,1245828
Polio,Arizona,1960,0,0,1302161
Polio,Arizona,1961,0,0,1354248
Polio,Arizona,1962,0,0,1402293
Polio,Arizona,1963,0,0,1447069
Polio,Arizona,1964,0,0,1489542
Polio,Arizona,1965,0,0,1530851
Polio,Arizona,1966,0,0,1572291
Polio,Arizona,1967,0,0,1615310
Polio,Arizona,1968,0,0,1661517
Polio,Arizona,1969,0,0,1712707
Polio,Arizona,1970,0,0,1770900
Polio,Arizona,1971,0,0,1837891
Polio,Arizona,1972,0,0,1913632
Polio,Arizona,1973,0,0,1997501
Polio,Arizona,1974,0,0,2088732
Polio,Arizona,1975,0,0,2186365
Polio,Arizona,1976,0,0,2289201
Polio,Arizona,1977,0,0,2395761
Polio,Arizona,1978,13,23,2504256
Polio,Arizona,1979,17,29,2612561
Polio,Arizona,1980,8,21,2718215
Polio,Arizona,1981,8,12,2819039
Polio,Arizona,1982,7,16,2915148
Polio,Arizona,1983,41,29,3007444
Polio,Arizona,1984,41,27,3097045
Polio,Arizona,1985,49,49,3185267
Polio,Arizona,1986,49,83,3273618
Polio,Arizona,1987,41,38,3363792
Polio,Arizona,1988,51,433,3457679
Polio,Arizona,1989,46,389,3557380
Polio,Arizona,1990,47,56,3665228
Polio,Arizona,1991,47,69,3783229
Polio,Arizona,1992,33,125,3911122
Polio,Arizona,1993,46,52,4047937
Polio,Arizona,1994,48,144,4192532
Polio,Arizona,1995,49,341,4343559
Polio,Arizona,1996,48,25,4499438
Polio,Arizona,1997,51,44,4658333
Polio,Arizona,1998,43,169,4818136
Polio,Arizona,1999,50,86,4976457
Polio,Arizona,2000,49,142,5130632
Polio,Arizona,2001,48,541,5278300
Polio,Arizona,2002,44,631,5419266
Polio,Arizona,2003,46,91,5554021
Polio,Arizona,2004,43,209,5683195
Polio,Arizona,2005,49,950,5807553
Polio,Arizona,2006,44,354,5927979
Polio,Arizona,2007,49,196,6045475
Polio,Arizona,2008,45,105,6161152
Polio,Arizona,2009,48,155,6276227
Polio,Arizona,2010,49,183,6392017
Polio,Arizona,2011,50,266,6509700
Polio,Arkansas,1938,51,1551,1936749
Polio,Arkansas,1939,52,940,1943807
Polio,Arkansas,1940,51,811,1949387
Polio,Arkansas,1941,51,1119,1953293
Polio,Arkansas,1942,51,917,1955469
Polio,Arkansas,1943,52,1463,1955897
Polio,Arkansas,1944,52,976,1954565
Polio,Arkansas,1945,52,691,1951465
Polio,Arkansas,1946,51,487,1946593
Polio,Arkansas,1947,51,1622,1939953
Polio,Arkansas,1948,49,1202,1931550
Polio,Arkansas,1949,52,769,1921397
Polio,Arkansas,1950,50,1951,1909511
Polio,Arkansas,1951,48,1541,1896004
Polio,Arkansas,1952,48,1035,1881353
Polio,Arkansas,1953,45,569,1866113
Polio,Arkansas,1954,51,899,1850824
Polio,Arkansas,1955,50,1659,1836007
Polio,Arkansas,1956,0,0,1822168
Polio,Arkansas,1957,0,0,1809798
Polio,Arkansas,1958,0,0,1799376
Polio,Arkansas,1959,0,0,1791377
Polio,Arkansas,1960,0,0,1786272
Polio,Arkansas,1961,0,0,1784456
Polio,Arkansas,1962,0,0,1785997
Polio,Arkansas,1963,0,0,1790896
Polio,Arkansas,1964,0,0,1799171
Polio,Arkansas,1965,0,0,1810863
Polio,Arkansas,1966,0,0,1826028
Polio,Arkansas,1967,0,0,1844745
Polio,Arkansas,1968,0,0,1867112
Polio,Arkansas,1969,0,0,1893248
Polio,Arkansas,1970,0,0,1923295
Polio,Arkansas,1971,0,0,1957252
Polio,Arkansas,1972,0,0,1994452
Polio,Arkansas,1973,0,0,2034009
Polio,Arkansas,1974,12,22,2074967
Polio,Arkansas,1975,15,25,2116289
Polio,Arkansas,1976,16,28,2156856
Polio,Arkansas,1977,15,23,2195463
Polio,Arkansas,1978,24,32,2230829
Polio,Arkansas,1979,10,17,2261613
Polio,Arkansas,1980,12,14,2286435
Polio,Arkansas,1981,2,2,2304331
Polio,Arkansas,1982,1,3,2316088
Polio,Arkansas,1983,44,24,2322996
Polio,Arkansas,1984,49,20,2326399
Polio,Arkansas,1985,49,17,2327671
Polio,Arkansas,1986,38,20,2328197
Polio,Arkansas,1987,42,9,2329366
Polio,Arkansas,1988,44,38,2332569
Polio,Arkansas,1989,36,31,2339212
Polio,Arkansas,1990,37,23,2350725
Polio,Arkansas,1991,30,14,2368201
Polio,Arkansas,1992,43,18,2391223
Polio,Arkansas,1993,38,12,2418991
Polio,Arkansas,1994,34,26,2450696
Polio,Arkansas,1995,21,40,2485501
Polio,Arkansas,1996,49,13,2522529
Polio,Arkansas,1997,47,53,2560848
Polio,Arkansas,1998,47,84,2599475
Polio,Arkansas,1999,44,22,2637361
Polio,Arkansas,2000,49,32,2673400
Polio,Arkansas,2001,47,31,2706668
Polio,Arkansas,2002,47,476,2737163
Polio,Arkansas,2003,24,31,2765142
Polio,Arkansas,2004,42,76,2790880
Polio,Arkansas,2005,50,289,2814674
Polio,Arkansas,2006,49,60,2836837
Polio,Arkansas,2007,40,84,2857696
Polio,Arkansas,2008,46,57,2877593
Polio,Arkansas,2009,46,104,2896879
Polio,Arkansas,2010,45,67,2915918
Polio,Arkansas,2011,44,50,2935019
Polio,California,1938,51,15113,6616546
Polio,California,1939,52,8447,6745701
Polio,California,1940,51,12668,6907387
Polio,California,1941,51,18973,7110629
Polio,California,1942,51,12034,7356081
Polio,California,1943,52,12767,7642242
Polio,California,1944,52,5546,7967508
Polio,California,1945,52,11216,8329968
Polio,California,1946,52,4050,8727200
Polio,California,1947,51,8127,9156064
Polio,California,1948,50,3667,9612509
Polio,California,1949,52,3684,10091374
Polio,California,1950,50,5025,10586224
Polio,California,1951,48,2707,11090473
Polio,California,1952,47,3469,11601536
Polio,California,1953,49,2059,12117830
Polio,California,1954,52,5670,12637633
Polio,California,1955,51,5026,13159085
Polio,California,1956,0,0,13680194
Polio,California,1957,0,0,14198842
Polio,California,1958,0,0,14712799
Polio,California,1959,0,0,15219729
Polio,California,1960,0,0,15717204
Polio,California,1961,0,0,16203004
Polio,California,1962,0,0,16676046
Polio,California,1963,0,0,17135662
Polio,California,1964,0,0,17581336
Polio,California,1965,0,0,18012709
Polio,California,1966,0,0,18429575
Polio,California,1967,0,0,18831882
Polio,California,1968,0,0,19219725
Polio,California,1969,0,0,19593348
Polio,California,1970,0,0,19953134
Polio,California,1971,0,0,20300216
Polio,California,1972,0,0,20638390
Polio,California,1973,0,0,20972407
Polio,California,1974,46,320,21307362
Polio,California,1975,43,129,21648695
Polio,California,1976,38,76,22002198
Polio,California,1977,38,181,22374038
Polio,California,1978,47,222,22770801
Polio,California,1979,40,99,23199549
Polio,California,1980,41,122,23667902
Polio,California,1981,37,147,24181703
Polio,California,1982,40,99,24737390
Polio,California,1983,49,100,25328529
Polio,California,1984,51,133,25948031
Polio,California,1985,51,256,26588046
Polio,California,1986,51,276,27239883
Polio,California,1987,51,204,27893955
Polio,California,1988,51,253,28539754
Polio,California,1989,52,319,29165865
Polio,California,1990,50,417,29760021
Polio,California,1991,48,227,30311890
Polio,California,1992,49,398,30821629
Polio,California,1993,50,352,31292538
Polio,California,1994,50,341,31728420
Polio,California,1995,51,377,32133526
Polio,California,1996,45,678,32512506
Polio,California,1997,50,414,32870358
Polio,California,1998,37,392,33212395
Polio,California,1999,43,215,33544208
Polio,California,2000,45,208,33871648
Polio,California,2001,40,440,34199784
Polio,California,2002,43,698,34529758
Polio,California,2003,41,635,34861711
Polio,California,2004,36,498,35195792
Polio,California,2005,45,1609,35532154
Polio,California,2006,42,831,35870957
Polio,California,2007,29,95,36212364
Polio,California,2008,39,276,36556548
Polio,California,2009,40,415,36903684
Polio,California,2010,48,1265,37253956
Polio,California,2011,49,1145,37607525
Polio,Colorado,1938,51,1642,1102350
Polio,Colorado,1939,52,2035,1112343
Polio,Colorado,1940,51,1251,1123296
Polio,Colorado,1941,51,4701,1135396
Polio,Colorado,1942,51,1810,1148802
Polio,Colorado,1943,52,1558,1163673
Polio,Colorado,1944,52,1519,1180180
Polio,Colorado,1945,52,1704,1198507
Polio,Colorado,1946,51,1066,1218852
Polio,Colorado,1947,51,2041,1241433
Polio,Colorado,1948,49,1721,1266487
Polio,Colorado,1949,45,350,1294276
Polio,Colorado,1950,50,1103,1325089
Polio,Colorado,1951,48,891,1359143
Polio,Colorado,1952,48,653,1396249
Polio,Colorado,1953,38,180,1436087
Polio,Colorado,1954,46,280,1478294
Polio,Colorado,1955,50,579,1522459
Polio,Colorado,1956,0,0,1568112
Polio,Colorado,1957,0,0,1614721
Polio,Colorado,1958,0,0,1661688
Polio,Colorado,1959,0,0,1708343
Polio,Colorado,1960,0,0,1753947
Polio,Colorado,1961,0,0,1797911
Polio,Colorado,1962,0,0,1840493
Polio,Colorado,1963,0,0,1882216
Polio,Colorado,1964,0,0,1923669
Polio,Colorado,1965,0,0,1965498
Polio,Colorado,1966,0,0,2008407
Polio,Colorado,1967,0,0,2053164
Polio,Colorado,1968,0,0,2100603
Polio,Colorado,1969,0,0,2151635
Polio,Colorado,1970,0,0,2207259
Polio,Colorado,1971,0,0,2268242
Polio,Colorado,1972,0,0,2334054
Polio,Colorado,1973,0,0,2403738
Polio,Colorado,1974,0,0,2476210
Polio,Colorado,1975,0,0,2550245
Polio,Colorado,1976,0,0,2624457
Polio,Colorado,1977,7,12,2697303
Polio,Colorado,1978,10,21,2767084
Polio,Colorado,1979,23,41,2831958
Polio,Colorado,1980,20,27,2889964
Polio,Colorado,1981,12,24,2939663
Polio,Colorado,1982,12,30,2982055
Polio,Colorado,1983,47,136,3018900
Polio,Colorado,1984,51,47,3052100
Polio,Colorado,1985,48,91,3083671
Polio,Colorado,1986,49,68,3115721
Polio,Colorado,1987,48,70,3150449
Polio,Colorado,1988,44,41,3190156
Polio,Colorado,1989,37,98,3237270
Polio,Colorado,1990,46,126,3294394
Polio,Colorado,1991,46,156,3363642
Polio,Colorado,1992,45,84,3444391
Polio,Colorado,1993,44,143,3535251
Polio,Colorado,1994,46,114,3634710
Polio,Colorado,1995,41,79,3741086
Polio,Colorado,1996,43,132,3852482
Polio,Colorado,1997,50,232,3966754
Polio,Colorado,1998,48,146,4081485
Polio,Colorado,1999,49,166,4193978
Polio,Colorado,2000,50,429,4301261
Polio,Colorado,2001,46,231,4400742
Polio,Colorado,2002,48,400,4492257
Polio,Colorado,2003,46,308,4576377
Polio,Colorado,2004,44,1017,4653801
Polio,Colorado,2005,50,1314,4725338
Polio,Colorado,2006,49,525,4791892
Polio,Colorado,2007,52,238,4854455
Polio,Colorado,2008,51,119,4914094
Polio,Colorado,2009,49,199,4971943
Polio,Colorado,2010,51,607,5029196
Polio,Colorado,2011,52,468,5086894
Polio,Connecticut,1938,51,3647,1683273
Polio,Connecticut,1939,52,4033,1695047
Polio,Connecticut,1940,51,3072,1709242
Polio,Connecticut,1941,51,2778,1726368
Polio,Connecticut,1942,51,3909,1746470
Polio,Connecticut,1943,52,2118,1769482
Polio,Connecticut,1944,52,2155,1795344
Polio,Connecticut,1945,52,2400,1823998
Polio,Connecticut,1946,52,2194,1855392
Polio,Connecticut,1947,51,2884,1889472
Polio,Connecticut,1948,51,786,1926186
Polio,Connecticut,1949,52,1701,1965475
Polio,Connecticut,1950,51,3650,2007280
Polio,Connecticut,1951,48,494,2051526
Polio,Connecticut,1952,47,511,2098103
Polio,Connecticut,1953,49,613,2146881
Polio,Connecticut,1954,52,1961,2197715
Polio,Connecticut,1955,51,836,2250442
Polio,Connecticut,1956,0,0,2304877
Polio,Connecticut,1957,0,0,2360815
Polio,Connecticut,1958,0,0,2418028
Polio,Connecticut,1959,0,0,2476261
Polio,Connecticut,1960,0,0,2535234
Polio,Connecticut,1961,0,0,2594594
Polio,Connecticut,1962,0,0,2653773
Polio,Connecticut,1963,0,0,2712110
Polio,Connecticut,1964,0,0,2768892
Polio,Connecticut,1965,0,0,2823356
Polio,Connecticut,1966,0,0,2874698
Polio,Connecticut,1967,0,0,2922078
Polio,Connecticut,1968,0,0,2964628
Polio,Connecticut,1969,0,0,3001466
Polio,Connecticut,1970,0,0,3031709
Polio,Connecticut,1971,0,0,3054792
Polio,Connecticut,1972,0,0,3071418
Polio,Connecticut,1973,0,0,3082659
Polio,Connecticut,1974,16,25,3089639
Polio,Connecticut,1975,8,10,3093513
Polio,Connecticut,1976,9,16,3095453
Polio,Connecticut,1977,7,7,3096643
Polio,Connecticut,1978,8,11,3098267
Polio,Connecticut,1979,6,6,3101513
Polio,Connecticut,1980,4,4,3107576
Polio,Connecticut,1981,1,1,3117363
Polio,Connecticut,1982,1,3,3130581
Polio,Connecticut,1983,15,5,3146641
Polio,Connecticut,1984,24,5,3164947
Polio,Connecticut,1985,37,12,3184895
Polio,Connecticut,1986,47,26,3205868
Polio,Connecticut,1987,48,31,3227234
Polio,Connecticut,1988,48,23,3248344
Polio,Connecticut,1989,33,22,3268532
Polio,Connecticut,1990,45,27,3287116
Polio,Connecticut,1991,37,21,3303573
Polio,Connecticut,1992,36,40,3318064
Polio,Connecticut,1993,46,88,3330930
Polio,Connecticut,1994,49,37,3342519
Polio,Connecticut,1995,48,31,3353188
Polio,Connecticut,1996,42,34,3363299
Polio,Connecticut,1997,42,23,3373219
Polio,Connecticut,1998,40,35,3383318
Polio,Connecticut,1999,39,19,3393974
Polio,Connecticut,2000,47,43,3405565
Polio,Connecticut,2001,46,13,3418395
Polio,Connecticut,2002,36,23,3432433
Polio,Connecticut,2003,28,24,3447563
Polio,Connecticut,2004,41,9,3463671
Polio,Connecticut,2005,35,39,3480637
Polio,Connecticut,2006,34,75,3498344
Polio,Connecticut,2007,38,44,3516668
Polio,Connecticut,2008,10,0,3535486
Polio,Connecticut,2009,36,43,3554673
Polio,Connecticut,2010,35,95,3574097
Polio,Connecticut,2011,33,43,3593650
Polio,Delaware,1938,51,589,259900
Polio,Delaware,1939,52,762,263169
Polio,Delaware,1940,51,609,266505
Polio,Delaware,1941,51,276,269904
Polio,Delaware,1942,51,152,273432
Polio,Delaware,1943,52,213,277176
Polio,Delaware,1944,50,84,281229
Polio,Delaware,1945,52,103,285687
Polio,Delaware,1946,44,185,290658
Polio,Delaware,1947,47,212,296252
Polio,Delaware,1948,27,72,302595
Polio,Delaware,1949,40,227,309821
Polio,Delaware,1950,48,324,318085
Polio,Delaware,1951,26,64,327511
Polio,Delaware,1952,34,77,338054
Polio,Delaware,1953,16,34,349613
Polio,Delaware,1954,17,34,362073
Polio,Delaware,1955,29,69,375297
Polio,Delaware,1956,0,0,389127
Polio,Delaware,1957,0,0,403375
Polio,Delaware,1958,0,0,417824
Polio,Delaware,1959,0,0,432223
Polio,Delaware,1960,0,0,446292
Polio,Delaware,1961,0,0,459766
Polio,Delaware,1962,0,0,472560
Polio,Delaware,1963,0,0,484642
Polio,Delaware,1964,0,0,495986
Polio,Delaware,1965,0,0,506576
Polio,Delaware,1966,0,0,516402
Polio,Delaware,1967,0,0,525460
Polio,Delaware,1968,0,0,533755
Polio,Delaware,1969,0,0,541297
Polio,Delaware,1970,0,0,548104
Polio,Delaware,1971,0,0,554209
Polio,Delaware,1972,0,0,559693
Polio,Delaware,1973,0,0,564659
Polio,Delaware,1974,1,3,569211
Polio,Delaware,1975,1,2,573460
Polio,Delaware,1976,0,0,577523
Polio,Delaware,1977,0,0,581518
Polio,Delaware,1978,1,1,585568
Polio,Delaware,1979,0,0,589798
Polio,Delaware,1980,1,1,594338
Polio,Delaware,1981,1,1,599301
Polio,Delaware,1982,4,5,604720
Polio,Delaware,1983,27,5,610606
Polio,Delaware,1984,27,1,616972
Polio,Delaware,1985,14,1,623834
Polio,Delaware,1986,35,110,631207
Polio,Delaware,1987,22,5,639107
Polio,Delaware,1988,50,8,647554
Polio,Delaware,1989,20,1,656568
Polio,Delaware,1990,43,7,666168
Polio,Delaware,1991,0,0,676364
Polio,Delaware,1992,23,7,687107
Polio,Delaware,1993,36,17,698329
Polio,Delaware,1994,24,3,709960
Polio,Delaware,1995,49,10,721921
Polio,Delaware,1996,42,19,734132
Polio,Delaware,1997,18,0,746502
Polio,Delaware,1998,30,5,758939
Polio,Delaware,1999,21,6,771341
Polio,Delaware,2000,40,8,783600
Polio,Delaware,2001,0,0,795628
Polio,Delaware,2002,49,3,807429
Polio,Delaware,2003,40,7,819034
Polio,Delaware,2004,42,9,830477
Polio,Delaware,2005,40,23,841794
Polio,Delaware,2006,46,1,853024
Polio,Delaware,2007,41,10,864207
Polio,Delaware,2008,42,17,875389
Polio,Delaware,2009,50,11,886615
Polio,Delaware,2010,28,8,897934
Polio,Delaware,2011,49,21,909389
Polio,District Of Columbia,1938,51,590,620120
Polio,District Of Columbia,1939,52,1494,641679
Polio,District Of Columbia,1940,51,755,663091
Polio,District Of Columbia,1941,51,716,683894
Polio,District Of Columbia,1942,51,928,703811
Polio,District Of Columbia,1943,52,1107,722606
Polio,District Of Columbia,1944,51,277,740035
Polio,District Of Columbia,1945,52,388,755848
Polio,District Of Columbia,1946,51,375,769797
Polio,District Of Columbia,1947,51,606,781634
Polio,District Of Columbia,1948,44,235,791123
Polio,District Of Columbia,1949,39,119,798039
Polio,District Of Columbia,1950,46,186,802178
Polio,District Of Columbia,1951,43,195,803467
Polio,District Of Columbia,1952,44,172,802281
Polio,District Of Columbia,1953,39,154,799122
Polio,District Of Columbia,1954,48,159,794502
Polio,District Of Columbia,1955,38,107,788934
Polio,District Of Columbia,1956,0,0,782918
Polio,District Of Columbia,1957,0,0,776943
Polio,District Of Columbia,1958,0,0,771485
Polio,District Of Columbia,1959,0,0,767005
Polio,District Of Columbia,1960,0,0,763956
Polio,District Of Columbia,1961,0,0,762633
Polio,District Of Columbia,1962,0,0,762709
Polio,District Of Columbia,1963,0,0,763707
Polio,District Of Columbia,1964,0,0,765153
Polio,District Of Columbia,1965,0,0,766570
Polio,District Of Columbia,1966,0,0,767479
Polio,District Of Columbia,1967,0,0,767400
Polio,District Of Columbia,1968,0,0,765853
Polio,District Of Columbia,1969,0,0,762372
Polio,District Of Columbia,1970,0,0,756510
Polio,District Of Columbia,1971,0,0,748020
Polio,District Of Columbia,1972,0,0,737335
Polio,District Of Columbia,1973,0,0,725053
Polio,District Of Columbia,1974,0,0,711746
Polio,District Of Columbia,1975,0,0,697960
Polio,District Of Columbia,1976,0,0,684201
Polio,District Of Columbia,1977,1,1,670939
Polio,District Of Columbia,1978,0,0,658610
Polio,District Of Columbia,1979,0,0,647615
Polio,District Of Columbia,1980,0,0,638333
Polio,District Of Columbia,1981,0,0,631010
Polio,District Of Columbia,1982,1,1,625419
Polio,District Of Columbia,1983,0,0,621237
Polio,District Of Columbia,1984,0,0,618158
Polio,District Of Columbia,1985,23,1,615889
Polio,District Of Columbia,1986,0,0,614147
Polio,District Of Columbia,1987,0,0,612651
Polio,District Of Columbia,1988,19,1,611127
Polio,District Of Columbia,1989,11,4,609299
Polio,District Of Columbia,1990,47,15,606900
Polio,District Of Columbia,1991,13,2,603744
Polio,District Of Columbia,1992,20,1,599967
Polio,District Of Columbia,1993,35,11,595785
Polio,District Of Columbia,1994,43,12,591406
Polio,District Of Columbia,1995,49,6,587034
Polio,District Of Columbia,1996,13,5,582869
Polio,District Of Columbia,1997,46,5,579101
Polio,District Of Columbia,1998,33,0,575921
Polio,District Of Columbia,1999,4,0,573512
Polio,District Of Columbia,2000,28,2,572059
Polio,District Of Columbia,2001,36,1,571698
Polio,District Of Columbia,2002,32,1,572365
Polio,District Of Columbia,2003,13,2,573947
Polio,District Of Columbia,2004,43,8,576339
Polio,District Of Columbia,2005,35,10,579433
Polio,District Of Columbia,2006,47,6,583125
Polio,District Of Columbia,2007,44,1,587310
Polio,District Of Columbia,2008,39,8,591879
Polio,District Of Columbia,2009,18,1,596721
Polio,District Of Columbia,2010,41,11,601723
Polio,District Of Columbia,2011,46,5,606787
Polio,Florida,1938,49,811,1809314
Polio,Florida,1939,52,1114,1851685
Polio,Florida,1940,51,669,1897414
Polio,Florida,1941,51,748,1947696
Polio,Florida,1942,51,820,2003380
Polio,Florida,1943,52,1058,2065295
Polio,Florida,1944,52,1006,2134374
Polio,Florida,1945,52,555,2211678
Polio,Florida,1946,52,1010,2298419
Polio,Florida,1947,51,1813,2395995
Polio,Florida,1948,51,815,2506024
Polio,Florida,1949,44,191,2630391
Polio,Florida,1950,50,458,2771305
Polio,Florida,1951,47,821,2930798
Polio,Florida,1952,48,568,3108815
Polio,Florida,1953,45,202,3304427
Polio,Florida,1954,50,336,3516212
Polio,Florida,1955,50,1085,3742111
Polio,Florida,1956,0,0,3979292
Polio,Florida,1957,0,0,4224039
Polio,Florida,1958,0,0,4471651
Polio,Florida,1959,0,0,4716403
Polio,Florida,1960,0,0,4951560
Polio,Florida,1961,0,0,5170995
Polio,Florida,1962,0,0,5374410
Polio,Florida,1963,0,0,5563696
Polio,Florida,1964,0,0,5741474
Polio,Florida,1965,0,0,5911015
Polio,Florida,1966,0,0,6076182
Polio,Florida,1967,0,0,6241386
Polio,Florida,1968,0,0,6411565
Polio,Florida,1969,0,0,6592214
Polio,Florida,1970,0,0,6789443
